City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
425,sabang,5.8933,95.3214,81.59,71,1,18.37,ID,1678227163
426,jonesboro,35.8423,-90.7043,56.97,60,0,20.0,US,1678226925
427,pevek,69.7008,170.3133,-28.12,95,10,1.28,RU,1678227163
428,labytnangi,66.6572,66.4183,-21.95,90,10,5.21,RU,1678227163
429,la ronge,55.1001,-105.2842,11.43,82,98,8.32,CA,1678227164
430,mbekenyera,-10.0,38.9833,69.67,98,95,4.03,TZ,1678227164
431,opuwo,-18.0607,13.84,68.0,39,20,6.64,NA,1678227165
432,horta,38.5333,-28.6333,60.03,83,32,25.01,PT,1678227165
433,halifax,44.6453,-63.5724,34.68,78,100,11.01,CA,1678226915
434,male,4.1748,73.5089,81.21,78,8,13.2,MV,1678227166
435,san quintin,30.4833,-115.95,58.51,61,92,21.79,MX,1678227166
436,banda aceh,5.5577,95.3222,76.78,84,8,11.27,ID,1678227166
437,nantucket,41.2835,-70.0995,39.34,68,95,22.84,US,1678226982
438,madhogarh,26.276,79.1869,69.4,32,86,1.97,IN,1678227167
439,petropavlovka,50.6114,105.3196,16.41,87,58,5.82,RU,1678227167
440,carutapera,-1.195,-46.02,76.37,93,98,8.39,BR,1678227167
441,mbale,1.0821,34.175,71.73,47,29,2.73,UG,1678227168
442,omboue,-1.5746,9.2618,79.45,87,80,5.3,GA,1678227168
443,puerto leguizamo,-0.1934,-74.7819,81.68,79,96,1.99,CO,1678227169
444,galbshtadt,53.2264,78.9845,38.03,100,100,22.17,RU,1678227169
445,guerande,47.3291,-2.4283,49.59,95,100,18.23,FR,1678227169
446,altamirano,16.8833,-92.15,70.81,37,94,5.44,MX,1678227170
447,san cristobal,7.7669,-72.225,75.38,54,99,1.36,VE,1678227170
448,lakatoro,-16.0999,167.4164,82.2,77,48,6.96,VU,1678227170
449,hanyang,32.1371,105.5126,52.45,78,99,0.83,CN,1678227171
450,luan,46.3592,6.9759,33.37,91,88,3.29,CH,1678227171
451,pochutla,15.7432,-96.4661,90.82,49,100,8.03,MX,1678227171
452,sao joao da barra,-21.6403,-41.0511,80.69,85,34,18.19,BR,1678227067
453,meulaboh,4.1363,96.1285,76.46,86,85,2.46,ID,1678227172
454,garowe,8.4054,48.4845,69.17,80,7,12.71,SO,1678227173
455,joensuu,62.6012,29.7632,-3.51,82,100,2.3,FI,1678227173
456,rodrigues alves,-7.738,-72.6509,84.0,68,100,3.58,BR,1678227173
457,creel,27.75,-107.6333,66.96,11,91,16.78,MX,1678227174
458,nenjiang,49.1833,125.2167,0.25,99,17,1.9,CN,1678227174
459,rocha,-34.4833,-54.3333,74.75,80,76,6.87,UY,1678227174
460,hofn,64.2539,-15.2082,23.05,65,11,30.22,IS,1678227175
461,dongsheng,39.8161,109.9776,34.7,53,3,6.42,CN,1678227175
462,kamenka,51.3223,42.7678,31.89,97,100,13.73,RU,1678227176
463,ossora,59.2353,163.0719,5.5,90,98,3.65,RU,1678227176
464,bahia honda,22.9036,-83.1592,80.31,56,19,12.26,CU,1678227176
465,amatitan,20.8333,-103.7167,93.33,8,89,5.53,MX,1678227177
466,listvyanskiy,54.4399,83.4984,32.67,97,100,20.87,RU,1678227177
467,cody,44.5263,-109.0565,31.64,48,100,11.5,US,1678227177
468,myaundzha,63.0494,147.1858,-18.08,100,99,0.76,RU,1678227178
469,kerema,-7.9631,145.7785,81.48,70,90,3.09,PG,1678227178
470,shimoda,34.6667,138.95,55.11,56,0,7.78,JP,1678227178
471,koumac,-20.5667,164.2833,80.62,70,13,3.62,NC,1678227179
472,akureyri,65.6835,-18.0878,14.02,96,100,11.92,IS,1678227179
473,vila,42.0304,-8.1588,46.71,71,96,7.43,PT,1678227179
474,tigzirt,36.8886,4.1198,58.21,85,47,10.89,DZ,1678227180
475,borujerd,33.8973,48.7516,50.2,83,99,5.44,IR,1678227180
476,ilulissat,69.2167,-51.1,33.82,32,32,40.29,GL,1678227181
477,bolobo,-2.1667,16.2333,73.06,92,100,3.85,CD,1678227181
478,xuddur,4.1213,43.8894,74.64,74,26,16.78,SO,1678227182
479,manicore,-5.8092,-61.3003,74.44,99,100,2.17,BR,1678227182
480,tukan,53.8409,57.4552,12.76,97,100,4.59,RU,1678227182
481,quelimane,-17.8786,36.8883,72.25,93,49,5.06,MZ,1678227183
482,puerto carreno,6.189,-67.4859,93.6,39,94,11.27,CO,1678227183
483,san isidro,-12.1167,-77.05,78.39,69,0,10.36,PE,1678227184
484,ukmerge,55.25,24.75,32.68,97,100,20.04,LT,1678227184
485,ostersund,63.1792,14.6357,12.65,85,75,5.75,SE,1678227184
486,port augusta,-32.5,137.7667,63.25,53,34,4.23,AU,1678227185
487,makakilo city,21.3469,-158.0858,77.32,57,100,16.11,US,1678227185
488,dongtai,32.8523,120.3095,53.65,61,100,7.49,CN,1678227186
489,komsomolskiy,40.4272,71.7189,50.72,71,100,6.91,UZ,1678227186
490,ilhabela,-23.7781,-45.3581,74.93,91,98,9.04,BR,1678227187
491,grand-santi,4.25,-54.3833,74.05,91,100,2.66,GF,1678227187
492,cuenca,-2.8833,-78.9833,60.58,87,98,1.52,EC,1678226959
493,swan hill,-35.3378,143.5544,59.49,70,100,9.26,AU,1678226950
494,vila do maio,15.1333,-23.2167,77.79,79,0,10.58,CV,1678227188
495,zhangye,38.9342,100.4517,41.92,35,68,2.68,CN,1678227189
496,jaguarao,-32.5661,-53.3758,77.23,75,44,7.78,BR,1678227189
497,huicheng,23.0385,116.2899,58.91,88,4,3.53,CN,1678227190
498,praia da vitoria,38.7333,-27.0667,59.76,89,14,32.37,PT,1678227190
499,geraldton,-28.7667,114.6,70.21,88,0,8.05,AU,1678227191
500,jhargram,22.45,86.9833,74.07,42,82,0.6,IN,1678227191
501,marsh harbour,26.5412,-77.0636,77.13,71,0,12.59,BS,1678227192
502,rovaniemi,66.5,25.7167,4.41,92,99,1.14,FI,1678227193
503,agdam,39.991,46.9274,40.68,90,78,1.61,AZ,1678227193
504,novobessergenevka,47.1847,38.8462,42.19,87,100,15.48,RU,1678227194
505,aleksandrov gay,50.147,48.5704,34.36,70,97,10.85,RU,1678227194
506,durusu,41.3053,28.6767,53.83,80,77,4.0,TR,1678227195
507,springfield,37.2153,-93.2982,58.53,52,100,13.0,US,1678226439
508,krasnyy luch,48.1395,38.9371,39.54,96,100,17.69,UA,1678227195
509,griffith,41.5284,-87.4237,45.12,60,0,13.8,US,1678227196
510,soverato,38.685,16.5499,51.75,80,9,11.77,IT,1678227196
511,tigre,-34.426,-58.5796,87.28,68,78,3.0,AR,1678227197
512,barcelos,41.5388,-8.6151,57.34,86,98,8.9,PT,1678227197
513,abu dhabi,24.4667,54.3667,75.94,67,2,0.0,AE,1678226999
514,manchar,19.0,73.9333,69.67,47,1,0.85,IN,1678227198
515,vestmannaeyjar,63.4427,-20.2734,22.59,56,27,18.21,IS,1678227198
516,hornepayne,49.2138,-84.7705,28.51,85,93,5.75,CA,1678227198
517,seminole,28.7086,-81.2081,87.89,52,59,4.0,US,1678227199
518,cockburn town,21.4612,-71.1419,76.57,65,0,6.38,TC,1678227199
519,lompoc,34.6391,-120.4579,63.7,60,5,5.99,US,1678227200
520,maba,24.6841,113.5984,61.25,55,4,2.71,CN,1678227200
521,kindu,-2.95,25.95,72.28,91,80,3.47,CD,1678227201
522,tautira,-17.7333,-149.15,79.54,81,16,13.04,PF,1678227201
523,mananjary,-21.2167,48.3333,76.57,93,74,2.37,MG,1678227202
524,vostok,46.4856,135.8833,23.74,97,100,4.76,RU,1678227202
525,nevers,46.9167,3.3333,31.51,93,78,4.7,FR,1678227202
526,sal rei,16.1833,-22.9167,70.75,83,0,12.86,CV,1678227203
527,sechura,-5.5569,-80.8222,80.2,73,98,11.97,PE,1678227203
528,moranbah,-22.0016,148.0466,76.3,77,93,7.61,AU,1678227204
529,iwanai,42.9744,140.5089,38.08,83,59,8.28,JP,1678227204
530,carthage,36.8611,10.3316,58.53,67,20,5.75,TN,1678227205
531,pionerskiy,54.9508,20.2275,33.64,78,75,30.82,RU,1678227205
532,mago,53.2514,140.1822,-2.47,100,99,0.96,RU,1678227141
533,butembo,0.15,29.2833,63.5,65,56,4.29,CD,1678227206
534,krasnaya gora,52.9995,31.6023,26.82,93,99,8.99,RU,1678227206
535,benidorm,38.5382,-0.131,64.31,64,14,8.66,ES,1678227207
536,mandan,46.8267,-100.8896,11.8,85,100,13.8,US,1678227089
537,talara,-4.5772,-81.2719,83.16,74,0,11.5,PE,1678227207
538,mehamn,71.0357,27.8492,17.55,86,40,21.85,NO,1678227208
539,paita,-5.0892,-81.1144,76.64,86,100,9.95,PE,1678227208
540,iqaluit,63.7506,-68.5145,16.7,92,23,3.6,CA,1678227208
541,kokkola,63.8385,23.1307,17.04,87,100,6.91,FI,1678227209
542,jiexiu,37.0244,111.9125,50.65,27,0,6.42,CN,1678227210
543,freeport,40.6576,-73.5832,45.01,43,17,11.01,US,1678227091
544,imeni stepana razina,54.8932,44.2963,23.95,94,100,11.54,RU,1678227210
545,alyangula,-13.8483,136.4192,81.43,73,100,19.64,AU,1678227211
546,rabo de peixe,37.8,-25.5833,60.31,88,20,17.27,PT,1678227211
547,deputatskiy,69.3,139.9,-29.15,100,94,2.44,RU,1678227211
548,safita,34.8205,36.1153,50.43,75,100,3.11,SY,1678227212
549,osakarovka,50.565,72.5692,30.36,91,100,25.48,KZ,1678227212
550,henties bay,-22.116,14.2845,62.87,83,0,8.37,NA,1678227213
551,pedernales,18.0384,-71.744,79.16,68,13,7.27,DO,1678227213
552,paamiut,61.994,-49.6678,29.3,84,91,13.6,GL,1678227213
553,neuquen,-38.9516,-68.0591,86.11,22,17,10.36,AR,1678227214
554,liverpool,53.4106,-2.9779,32.83,80,0,3.44,GB,1678226694
555,new haven,41.4001,-72.9329,39.04,50,100,38.99,US,1678227202
556,lazaro cardenas,17.9583,-102.2,81.12,64,40,13.29,MX,1678227089
557,simpang,-1.2667,104.0833,72.82,98,79,1.97,ID,1678227215
558,bridlington,54.0831,-0.1919,31.89,82,44,1.99,GB,1678227215
559,jiwani,25.05,61.7417,75.15,67,0,7.29,PK,1678227216
560,jardim,-21.4803,-56.1381,78.57,84,72,4.18,BR,1678227216
561,tahe,52.3333,124.7333,1.6,98,63,3.31,CN,1678227217
562,yenagoa,4.9247,6.2642,79.05,88,57,5.82,NG,1678227217
563,pimenteiras,-6.2453,-41.4192,83.43,35,8,4.94,BR,1678227220
564,rockhampton,-23.3833,150.5,80.49,74,39,4.61,AU,1678227004
565,krabi,8.0726,98.9105,74.05,88,0,6.71,TH,1678227221
566,kidal,18.4411,1.4078,78.8,7,94,11.25,ML,1678227221
567,guardiagrele,42.1954,14.2198,52.07,58,99,3.0,IT,1678227221
568,san francisco,37.7749,-122.4194,56.95,64,75,11.01,US,1678226400
